fix,Tm,Pos,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,PER,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary,Year
gorandragic,PHO,SG,76,75,35.1,7.3,14.4,0.505,0.561,4.2,5.5,0.76,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,21.4,0.604,0.381,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,8.4,2.0,10.3,0.18600000000000003,4.9,-1.1,3.9,4.0,7500000,2014
andredrummond,DET,C,81,81,32.3,5.9,9.5,0.623,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5,22.6,0.599,0.42700000000000005,17.5,27.7,22.3,2.2,2.0,4.0,10.7,16.7,6.4,3.5,9.9,0.182,1.1,0.5,1.6,2.4,2664793,2014
jareddudley,LAC,SF,74,43,23.4,2.6,6.0,0.43799999999999994,0.529,0.5,0.8,0.655,0.5,1.7,2.2,1.4,0.6,0.1,0.8,2.0,6.9,8.9,0.541,0.13,2.4,7.7,5.1,8.6,1.2,0.4,10.6,13.5,1.2,1.2,2.4,0.068,-0.3,-0.4,-0.8,0.5,4250000,2014
timduncan,SAS,C,74,74,29.2,6.0,12.2,0.49,0.49,3.1,4.3,0.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,21.3,0.535,0.349,8.6,28.3,18.8,16.0,1.0,4.6,13.2,25.2,2.8,4.6,7.4,0.16399999999999998,-0.9,4.0,3.2,2.8,10120482,2014
mikedunleavy,CHI,SF,82,61,31.5,4.1,9.4,0.43,0.51,1.7,2.0,0.8540000000000001,0.6,3.6,4.2,2.3,0.8,0.6,1.3,2.0,11.3,12.6,0.5489999999999999,0.212,2.1,13.0,7.6,12.3,1.3,1.4,11.3,17.0,2.4,4.1,6.5,0.121,-0.3,1.1,0.7,1.8,3254618,2014
kevindurant,OKC,SF,81,81,38.5,10.5,20.8,0.503,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,29.8,0.635,0.47700000000000004,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33.0,14.8,4.4,19.2,0.295,8.4,0.4,8.8,8.5,17832627,2014
wayneellington,DAL,SG,45,1,8.7,1.2,2.8,0.43700000000000006,0.536,0.2,0.2,0.909,0.2,0.8,1.0,0.4,0.4,0.0,0.2,0.7,3.2,12.2,0.5539999999999999,0.087,2.4,10.2,6.3,7.1,2.1,0.4,7.8,16.4,0.4,0.2,0.7,0.084,0.0,-1.7,-1.7,0.0,1063384,2014
montaellis,DAL,SG,82,82,36.9,7.0,15.6,0.451,0.478,4.1,5.2,0.7879999999999999,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0,16.8,0.532,0.336,1.5,9.8,5.6,24.8,2.4,0.6,15.2,26.0,2.8,2.1,4.9,0.078,0.6,-0.6,0.0,1.5,8360000,2014
jeremyevans,UTA,SF,66,4,18.3,2.7,5.0,0.527,0.527,0.8,1.1,0.68,1.8,2.9,4.7,0.7,0.6,0.7,0.6,2.1,6.1,16.2,0.5489999999999999,0.226,11.1,18.7,14.8,6.1,1.8,3.0,9.9,15.3,1.9,1.0,2.8,0.11199999999999999,-0.9,0.8,-0.1,0.6,1750000,2014
tyrekeevans,NOP,SF,72,22,28.2,5.4,12.5,0.436,0.44799999999999995,3.3,4.3,0.7709999999999999,1.1,3.7,4.7,5.0,1.2,0.3,2.4,2.2,14.5,18.4,0.504,0.34600000000000003,4.3,15.4,9.8,30.4,2.2,0.9,14.5,27.1,1.8,1.3,3.1,0.073,1.2,-0.4,0.8,1.4,11000001,2014
kennethfaried,DEN,PF,80,77,27.2,5.6,10.3,0.545,0.545,2.5,3.9,0.65,3.0,5.6,8.6,1.2,0.9,0.9,1.7,2.4,13.7,19.8,0.573,0.379,11.8,22.2,16.9,7.5,1.6,2.3,12.4,21.3,4.0,2.5,6.5,0.14400000000000002,0.3,0.9,1.2,1.8,1545842,2014
derrickfavors,UTA,PF,73,73,30.2,5.3,10.2,0.522,0.522,2.6,3.9,0.669,2.7,6.0,8.7,1.2,1.0,1.5,1.8,3.2,13.3,19.0,0.556,0.38,10.1,23.7,16.7,7.3,1.8,3.8,12.9,20.8,2.9,2.3,5.1,0.11199999999999999,-0.8,1.4,0.7,1.5,11737500,2014
raymondfelton,NYK,PG,65,65,31.0,3.7,9.4,0.395,0.446,1.4,1.9,0.721,0.8,2.2,3.0,5.6,1.2,0.4,2.0,2.4,9.7,12.9,0.47600000000000003,0.201,3.1,8.6,5.7,28.1,2.1,1.2,16.3,18.2,1.1,1.1,2.2,0.053,-0.1,-0.8,-0.9,0.5,3715383,2014
landryfields,TOR,SF,30,2,10.7,0.9,2.2,0.40299999999999997,0.40299999999999997,0.5,0.7,0.636,0.5,1.5,2.0,0.7,0.3,0.1,0.4,0.8,2.3,8.6,0.44299999999999995,0.32799999999999996,5.4,16.0,10.7,9.3,1.6,0.7,12.5,12.4,0.0,0.4,0.4,0.057,-3.9,0.9,-2.9,-0.1,6250000,2014
evanfournier,DEN,SG,76,4,19.8,3.0,7.2,0.419,0.501,1.2,1.6,0.7559999999999999,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,8.4,10.3,0.5329999999999999,0.226,2.4,12.1,7.3,11.6,1.1,0.3,14.3,19.7,0.6,0.8,1.4,0.043,-0.9,-1.6,-2.5,-0.2,1639061,2014
randyfoye,DEN,SG,81,78,30.7,4.5,10.8,0.413,0.521,1.9,2.3,0.8490000000000001,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2,13.3,0.5579999999999999,0.21100000000000002,1.6,8.5,5.0,17.7,1.3,1.2,13.2,18.8,3.3,1.3,4.6,0.08900000000000001,1.9,-1.0,0.9,1.8,3045000,2014
joelfreeland,POR,C,52,0,14.0,1.5,3.1,0.475,0.475,0.4,0.6,0.69,1.7,2.3,4.0,0.7,0.2,0.4,0.6,1.8,3.3,11.3,0.498,0.179,13.2,17.6,15.4,7.1,0.7,2.1,15.5,12.4,0.7,0.7,1.4,0.09300000000000001,-1.8,1.1,-0.7,0.2,2975000,2014
channingfrye,PHO,PF,82,82,28.2,4.1,9.5,0.43200000000000005,0.535,1.0,1.2,0.821,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3.0,11.1,13.2,0.555,0.122,3.6,16.6,10.1,6.4,1.3,2.1,9.8,17.3,2.9,2.4,5.3,0.109,0.9,0.2,1.1,1.8,8000000,2014
kevingarnett,BRK,C,54,54,20.5,2.9,6.6,0.441,0.441,0.7,0.9,0.809,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5,13.3,0.467,0.132,6.5,32.1,19.3,12.4,2.0,3.0,15.5,18.9,-0.7,1.9,1.2,0.054000000000000006,-4.7,2.8,-1.9,0.0,12000000,2014
marcgasol,MEM,C,59,59,33.4,5.7,12.1,0.473,0.474,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1.0,1.3,1.9,2.5,14.6,18.2,0.526,0.33899999999999997,5.0,20.5,12.7,17.7,1.6,3.2,12.0,21.7,2.6,3.1,5.6,0.13699999999999998,0.0,2.9,2.9,2.4,14375941,2014
paugasol,LAL,C,60,60,31.4,7.1,14.8,0.48,0.48200000000000004,3.1,4.2,0.736,2.1,7.6,9.7,3.4,0.5,1.5,2.4,2.1,17.4,19.3,0.522,0.287,7.0,25.9,16.4,18.7,0.7,3.5,12.4,26.4,1.3,1.7,3.0,0.076,-1.0,1.6,0.6,1.3,7448760,2014
alonzogee,CLE,SF,65,24,15.7,1.5,3.6,0.415,0.456,0.7,0.9,0.705,0.5,1.8,2.3,0.7,0.6,0.2,0.7,1.5,4.0,8.6,0.491,0.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3,13.4,-0.1,1.0,0.9,0.040999999999999995,-3.3,0.7,-2.6,-0.2,1063384,2014
paulgeorge,IND,SF,80,80,36.2,7.2,17.0,0.424,0.49,5.0,5.8,0.8640000000000001,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,21.7,20.1,0.555,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,4.4,6.4,10.8,0.17800000000000002,2.9,1.8,4.7,4.9,18314532,2014
tajgibson,CHI,PF,82,8,28.7,5.2,10.9,0.479,0.479,2.6,3.4,0.7509999999999999,2.4,4.4,6.8,1.1,0.5,1.4,1.8,2.5,13.0,16.0,0.524,0.314,9.8,17.1,13.5,7.3,0.9,3.7,12.8,23.0,1.4,4.4,5.7,0.11699999999999999,-2.6,1.4,-1.1,0.5,8250000,2014
manuginobili,SAS,SG,68,3,22.8,4.3,9.2,0.469,0.541,2.4,2.8,0.851,0.4,2.5,3.0,4.3,1.0,0.3,2.0,1.9,12.3,20.0,0.59,0.3,2.3,12.0,7.3,29.0,2.3,0.8,16.4,24.7,3.3,2.4,5.7,0.17600000000000002,3.6,0.4,4.0,2.4,7250000,2014
rudygobert,UTA,C,45,0,9.6,0.8,1.6,0.486,0.486,0.7,1.4,0.49200000000000005,1.1,2.3,3.4,0.2,0.2,0.9,0.7,1.3,2.3,12.9,0.507,0.878,13.1,28.5,20.6,2.4,1.0,7.4,23.8,14.2,-0.2,0.6,0.4,0.045,-6.1,1.8,-4.3,-0.3,1375842,2014
archiegoodwin,PHO,SG,52,0,10.3,1.5,3.2,0.455,0.47,0.7,1.1,0.6729999999999999,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0.9,3.7,10.3,0.507,0.32899999999999996,5.3,13.0,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018000000000000002,-3.9,-0.4,-4.3,-0.3,1357732,2014
ericgordon,NOP,SG,64,64,32.1,5.6,12.8,0.436,0.498,2.7,3.5,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8,15.4,14.9,0.54,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,2.0,0.5,2.5,0.057999999999999996,1.2,-2.5,-1.2,0.4,14591391,2014
marcingortat,WAS,C,81,80,32.8,5.6,10.4,0.542,0.542,1.9,2.8,0.6859999999999999,2.5,7.0,9.5,1.7,0.5,1.5,1.6,2.5,13.2,17.6,0.568,0.273,8.7,25.1,16.7,8.4,0.8,3.8,11.8,18.2,4.1,4.0,8.1,0.146,-1.1,2.1,1.0,2.0,12000000,2014
dannygreen,SAS,SG,68,59,24.3,3.2,7.4,0.43200000000000005,0.562,0.7,0.9,0.794,0.4,3.0,3.4,1.5,1.0,0.9,1.1,1.6,9.1,13.9,0.58,0.125,1.8,13.4,7.8,8.9,2.0,2.7,12.5,16.7,1.4,2.8,4.2,0.122,1.2,2.1,3.3,2.2,3762500,2014
draymondgreen,GSW,SF,82,12,21.9,2.3,5.6,0.40700000000000003,0.467,1.0,1.5,0.667,1.0,3.9,5.0,1.9,1.2,0.9,1.1,2.8,6.2,12.7,0.498,0.268,5.3,19.3,12.4,11.9,2.8,3.0,15.1,14.8,0.7,3.8,4.5,0.11900000000000001,-1.6,4.4,2.8,2.2,880248,2014
geraldgreen,PHO,SG,82,48,28.4,5.5,12.3,0.445,0.547,2.4,2.8,0.848,0.6,2.8,3.4,1.5,0.9,0.5,1.8,2.7,15.8,16.5,0.585,0.22899999999999998,2.3,10.9,6.6,8.6,1.5,1.4,11.6,23.6,4.2,1.9,6.1,0.126,2.4,-1.4,1.0,1.8,3500000,2014
jeffgreen,BOS,SF,82,82,34.2,5.9,14.3,0.41200000000000003,0.469,3.5,4.3,0.795,0.7,4.0,4.6,1.7,0.7,0.6,2.0,2.2,16.9,13.1,0.52,0.304,2.1,13.6,7.7,8.4,1.0,1.3,11.1,23.6,1.3,2.0,3.3,0.057,-0.7,-1.3,-2.1,0.0,8800000,2014
williegreen,LAC,SG,55,9,15.8,1.9,4.9,0.376,0.452,0.5,0.6,0.8240000000000001,0.2,1.2,1.4,0.9,0.4,0.2,0.6,1.7,5.0,7.1,0.47700000000000004,0.125,1.6,8.2,5.0,8.3,1.3,1.0,10.6,16.3,-0.2,0.7,0.5,0.027999999999999997,-2.6,-0.8,-3.4,-0.3,1407666,2014
blakegriffin,LAC,PF,80,80,35.8,9.0,17.0,0.528,0.5329999999999999,6.0,8.4,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,23.9,0.583,0.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29.0,8.1,4.1,12.2,0.205,3.0,1.6,4.6,4.8,18907725,2014
tylerhansbrough,TOR,PF,64,4,15.3,1.5,3.1,0.474,0.474,2.0,2.9,0.6809999999999999,1.9,2.6,4.5,0.3,0.4,0.3,0.7,2.1,4.9,14.2,0.562,0.9440000000000001,14.2,20.0,17.1,2.7,1.5,1.6,14.5,15.1,1.7,1.4,3.0,0.149,-1.7,-0.2,-1.8,0.0,3254618,2014
timhardaway,NYK,SG,81,1,23.1,3.6,8.5,0.428,0.523,1.3,1.6,0.828,0.2,1.3,1.5,0.8,0.5,0.1,0.6,1.8,10.2,12.7,0.5539999999999999,0.18600000000000003,1.2,6.6,3.8,5.8,1.2,0.3,5.9,19.6,2.7,0.4,3.1,0.08,1.3,-3.5,-2.3,-0.1,1508381,2014
jamesharden,HOU,SG,73,73,38.0,7.5,16.5,0.456,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,23.5,0.618,0.552,2.6,10.7,6.9,27.3,2.1,0.8,15.0,27.8,10.1,2.7,12.8,0.221,6.2,-0.5,5.7,5.4,15756438,2014
mauriceharkless,ORL,SF,80,41,24.4,2.8,6.0,0.46399999999999997,0.525,1.1,1.8,0.594,0.9,2.4,3.3,1.0,1.2,0.6,1.1,1.8,7.4,11.8,0.542,0.29600000000000004,4.0,11.4,7.7,6.4,2.6,2.0,13.6,14.8,0.6,2.1,2.8,0.068,-1.6,1.4,-0.1,0.9,2080925,2014
devinharris,DAL,PG,40,0,20.5,2.4,6.4,0.37799999999999995,0.439,2.3,2.9,0.8,0.2,1.9,2.1,4.5,0.7,0.1,1.5,1.8,7.9,14.6,0.517,0.45299999999999996,1.1,10.8,6.0,31.0,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.5,-2.1,-1.6,0.1,4140721,2014
tobiasharris,ORL,PF,61,36,30.3,5.4,11.7,0.46399999999999997,0.486,3.2,4.0,0.807,1.4,5.5,7.0,1.3,0.7,0.4,1.3,2.3,14.6,16.5,0.542,0.341,5.4,20.6,13.0,7.7,1.1,1.0,8.7,22.2,2.4,1.7,4.1,0.107,-0.7,-1.0,-1.7,0.1,1706649,2014
udonishaslem,MIA,PF,46,18,14.2,1.6,3.2,0.507,0.507,0.5,1.0,0.568,0.9,2.9,3.8,0.3,0.2,0.3,0.5,1.7,3.8,10.5,0.523,0.301,8.4,24.7,16.8,2.9,0.9,2.0,12.7,13.9,0.3,0.8,1.1,0.083,-4.1,-0.7,-4.9,-0.5,2793470,2014
gordonhayward,UTA,SF,77,77,36.4,5.5,13.4,0.413,0.45399999999999996,4.0,4.9,0.816,0.8,4.3,5.1,5.2,1.4,0.5,2.8,2.0,16.2,16.2,0.52,0.369,2.5,14.0,8.0,24.1,2.1,1.1,15.0,23.1,2.2,1.5,3.6,0.062,1.0,0.0,1.0,2.1,15741355,2014
geraldhenderson,CHA,SG,77,77,32.0,5.2,12.1,0.433,0.455,3.1,4.0,0.7609999999999999,0.4,3.6,4.0,2.6,0.7,0.4,1.5,2.1,14.0,13.1,0.507,0.332,1.4,12.9,7.1,13.9,1.1,1.0,9.6,22.1,0.8,2.8,3.6,0.071,-1.7,0.0,-1.7,0.2,6000000,2014
johnhenson,MIL,PF,70,23,26.5,4.9,9.1,0.5379999999999999,0.5379999999999999,1.3,2.5,0.514,2.4,4.7,7.1,1.6,0.6,1.7,1.6,2.6,11.1,17.9,0.5429999999999999,0.27699999999999997,10.2,20.8,15.3,10.9,1.2,5.1,13.7,20.3,1.7,1.5,3.3,0.084,-1.0,1.4,0.3,1.1,3183295,2014
royhibbert,IND,C,81,81,29.7,4.1,9.3,0.439,0.44,2.6,3.3,0.77,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,10.8,13.5,0.499,0.35700000000000004,9.9,15.0,12.5,6.2,0.6,5.7,14.5,19.4,0.5,5.0,5.4,0.10800000000000001,-3.4,3.3,-0.2,1.1,14610937,2014
jjhickson,DEN,PF,69,52,26.9,4.8,9.5,0.508,0.508,2.2,4.2,0.517,3.0,6.2,9.2,1.4,0.7,0.7,1.9,2.6,11.8,16.2,0.521,0.44299999999999995,11.9,24.8,18.3,8.4,1.2,2.0,14.1,20.8,1.3,2.1,3.3,0.086,-1.7,0.8,-0.8,0.6,5381750,2014
nenehilario,WAS,PF,53,37,29.4,5.6,11.2,0.503,0.504,2.9,5.0,0.583,1.2,4.3,5.5,2.9,1.2,0.9,2.2,3.1,14.2,16.6,0.53,0.44799999999999995,4.7,17.3,10.9,16.3,2.1,2.5,14.1,24.0,0.8,2.4,3.2,0.098,-1.6,1.8,0.2,0.9,13000000,2014
georgehill,IND,PG,76,76,32.0,3.6,8.1,0.442,0.519,1.9,2.3,0.807,0.7,3.0,3.7,3.5,1.0,0.3,1.2,2.1,10.3,13.4,0.563,0.28600000000000003,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,3.8,4.0,7.8,0.154,1.0,1.4,2.4,2.7,8000000,2014
jordanhill,LAL,PF,72,32,20.8,4.0,7.2,0.5489999999999999,0.5489999999999999,1.7,2.5,0.685,2.7,4.7,7.4,0.8,0.4,0.9,1.0,2.4,9.7,19.3,0.579,0.34700000000000003,13.8,24.3,19.0,5.9,0.9,3.1,11.1,19.7,3.1,1.3,4.4,0.141,-0.5,-0.2,-0.7,0.5,9000000,2014
solomonhill,IND,SF,28,0,8.1,0.6,1.4,0.425,0.513,0.2,0.3,0.857,0.3,1.1,1.5,0.4,0.2,0.1,0.5,0.7,1.7,7.6,0.545,0.175,4.7,15.2,10.2,7.9,1.1,0.7,23.2,11.3,0.0,0.4,0.4,0.08,-3.3,1.0,-2.3,0.0,1302800,2014
kirkhinrich,CHI,PG,73,61,29.0,3.3,8.5,0.39299999999999996,0.461,1.3,1.7,0.76,0.4,2.2,2.6,3.9,1.1,0.4,1.6,2.8,9.1,10.8,0.494,0.20199999999999999,1.7,8.5,5.2,22.6,2.0,1.0,15.1,17.3,0.4,3.3,3.8,0.085,-1.3,0.5,-0.8,0.6,2793470,2014
jrueholiday,NOP,PG,34,34,33.6,6.0,13.4,0.447,0.48,1.5,1.9,0.81,0.8,3.4,4.2,7.9,1.6,0.4,3.1,2.7,14.3,17.1,0.505,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,0.8,0.7,1.5,0.064,1.5,-0.8,0.7,0.8,10250001,2014
ryanhollins,LAC,PF,61,0,7.9,0.9,1.2,0.736,0.736,0.6,0.9,0.625,0.5,1.0,1.5,0.1,0.1,0.5,0.5,1.4,2.3,11.9,0.73,0.778,7.4,13.1,10.4,2.4,0.9,4.9,23.1,11.5,0.7,0.6,1.3,0.126,-2.0,1.7,-0.3,0.2,1310286,2014
alhorford,ATL,C,29,29,33.0,8.2,14.5,0.5670000000000001,0.5710000000000001,2.0,2.9,0.682,2.3,6.1,8.4,2.6,0.9,1.5,2.2,1.9,18.6,22.0,0.588,0.20199999999999999,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.141,0.8,2.0,2.8,1.1,12000000,2014
dwighthoward,HOU,C,71,71,33.7,6.7,11.3,0.591,0.593,4.9,9.0,0.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3,21.3,0.6,0.7979999999999999,11.4,27.9,20.1,9.3,1.2,4.0,17.5,24.0,4.0,4.1,8.0,0.161,-0.3,2.2,1.9,2.4,21897818,2014
robbiehummel,MIN,SF,53,5,12.4,1.3,3.3,0.379,0.469,0.3,0.3,0.938,0.7,1.8,2.5,0.4,0.3,0.0,0.2,1.1,3.4,9.6,0.49200000000000005,0.09,5.7,16.6,11.0,5.0,1.2,0.2,5.2,12.6,0.6,0.6,1.1,0.084,-1.4,-0.7,-2.1,0.0,880000,2014
krishumphries,BOS,PF,69,30,19.9,3.3,6.7,0.501,0.501,1.7,2.1,0.813,1.8,4.1,5.9,1.0,0.4,0.9,0.9,2.0,8.4,18.2,0.552,0.312,10.2,24.0,16.9,8.2,1.2,3.4,10.9,19.0,2.3,1.8,4.1,0.14300000000000002,-1.2,1.2,0.0,0.7,4440000,2014
sergeibaka,OKC,PF,81,81,32.9,6.5,12.1,0.536,0.5479999999999999,1.9,2.5,0.784,2.8,6.0,8.8,1.0,0.5,2.7,1.5,2.9,15.1,19.6,0.5760000000000001,0.203,10.0,19.6,15.0,5.2,0.7,6.7,10.3,19.8,5.2,4.4,9.6,0.17300000000000001,-0.4,2.3,1.9,2.6,12350000,2014
andreiguodala,GSW,SF,63,63,32.4,3.5,7.3,0.48,0.5479999999999999,1.4,2.1,0.652,0.8,3.8,4.7,4.2,1.5,0.3,1.6,1.6,9.3,13.7,0.57,0.28800000000000003,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,2.7,3.1,5.8,0.135,0.5,2.5,3.0,2.6,12000000,2014
ersanilyasova,MIL,PF,55,47,26.9,4.3,10.5,0.409,0.441,1.9,2.4,0.823,1.9,4.3,6.2,1.3,0.8,0.1,1.1,2.5,11.2,13.8,0.486,0.225,8.0,18.8,13.3,8.4,1.6,0.4,8.7,21.3,0.9,0.8,1.6,0.053,-1.1,-2.1,-3.2,-0.5,8000000,2014
kyrieirving,CLE,PG,71,71,35.2,7.5,17.4,0.43,0.48,4.1,4.8,0.861,0.7,2.9,3.6,6.1,1.5,0.3,2.7,2.3,20.8,20.1,0.5329999999999999,0.273,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,4.6,2.1,6.7,0.128,4.1,-0.9,3.2,3.3,5799503,2014
jarrettjack,CLE,PG,80,31,28.2,3.6,8.7,0.41,0.455,1.6,1.9,0.8390000000000001,0.3,2.5,2.8,4.1,0.7,0.3,1.7,1.7,9.5,11.5,0.498,0.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,0.9,1.4,2.3,0.049,-1.4,-0.9,-2.3,-0.2,6300000,2014
reggiejackson,OKC,PG,80,36,28.5,5.0,11.5,0.44,0.485,2.0,2.2,0.893,0.5,3.4,3.9,4.1,1.1,0.1,2.1,1.8,13.1,15.4,0.527,0.193,2.2,12.8,7.8,23.1,1.9,0.3,14.5,22.6,2.3,2.6,4.9,0.10400000000000001,0.1,-0.5,-0.4,0.9,1457363,2014
bernardjames,DAL,C,30,0,4.9,0.4,0.8,0.478,0.478,0.2,0.4,0.545,0.5,0.9,1.4,0.1,0.1,0.3,0.3,0.8,0.9,8.5,0.503,0.478,12.0,21.2,16.6,2.8,1.1,4.5,26.4,11.8,0.0,0.2,0.1,0.04,-4.8,1.1,-3.7,-0.1,236886,2014
lebronjames,MIA,PF,77,77,37.7,10.0,17.6,0.5670000000000001,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,29.3,0.649,0.43200000000000005,3.6,18.9,11.5,32.0,2.2,0.8,14.4,31.0,12.3,3.7,15.9,0.264,8.0,0.9,8.9,8.0,21108899,2014
aljefferson,CHA,C,73,73,35.0,9.6,18.8,0.509,0.51,2.6,3.8,0.69,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8,22.7,0.532,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.146,0.3,1.5,1.8,2.5,13500000,2014
richardjefferson,UTA,SF,82,78,27.0,3.6,8.0,0.45,0.544,1.5,2.0,0.741,0.2,2.5,2.7,1.6,0.7,0.2,1.1,2.0,10.1,11.8,0.573,0.248,0.9,10.8,5.7,9.6,1.3,0.5,11.5,16.9,2.3,0.4,2.7,0.057999999999999996,0.3,-1.7,-1.4,0.3,1448490,2014
brandonjennings,DET,PG,80,79,34.1,5.3,14.2,0.373,0.441,3.0,4.0,0.7509999999999999,0.7,2.3,3.1,7.6,1.3,0.1,2.7,2.0,15.5,15.6,0.486,0.28300000000000003,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,3.0,0.9,3.9,0.068,2.1,-2.6,-0.5,1.0,8000000,2014
jonasjerebko,DET,PF,64,0,11.6,1.5,3.3,0.47100000000000003,0.546,0.7,0.9,0.7290000000000001,0.8,1.9,2.7,0.6,0.3,0.1,0.7,1.3,4.2,13.4,0.5770000000000001,0.284,7.2,19.3,12.9,7.8,1.4,0.6,15.5,16.0,1.0,0.5,1.4,0.092,-0.7,-1.4,-2.1,0.0,4500000,2014
amirjohnson,TOR,PF,77,72,28.8,4.5,7.9,0.562,0.578,1.2,1.9,0.636,2.2,4.3,6.6,1.5,0.7,1.1,1.6,3.5,10.4,15.4,0.5920000000000001,0.23399999999999999,9.0,17.6,13.3,8.7,1.3,3.2,15.4,16.4,3.2,3.1,6.3,0.136,0.2,2.4,2.6,2.6,6000000,2014
jamesjohnson,MEM,SF,52,4,18.4,2.8,5.9,0.46399999999999997,0.5,1.5,1.7,0.8440000000000001,1.2,2.0,3.2,2.1,0.8,1.1,1.3,2.0,7.4,18.5,0.552,0.292,7.4,13.2,10.3,18.2,2.3,5.0,16.0,20.0,1.4,1.6,3.0,0.15,1.3,3.2,4.5,1.6,2500000,2014
joejohnson,BRK,SG,79,79,32.6,5.8,12.9,0.45399999999999996,0.5329999999999999,2.0,2.5,0.815,0.6,2.8,3.4,2.7,0.6,0.1,1.5,1.6,15.8,15.5,0.564,0.192,2.2,10.3,6.3,15.0,1.0,0.3,9.8,22.3,3.9,1.0,4.9,0.091,2.0,-2.2,-0.1,1.2,20609682,2014
wesleyjohnson,LAL,SF,79,62,28.4,3.5,8.2,0.425,0.502,0.8,1.0,0.792,0.9,3.5,4.4,1.6,1.1,1.0,1.1,2.6,9.1,11.0,0.522,0.11800000000000001,3.3,13.3,8.3,8.2,1.9,2.5,11.6,15.1,0.4,1.5,1.9,0.040999999999999995,-1.1,1.3,0.2,1.2,981084,2014
terrencejones,HOU,PF,76,71,27.3,5.1,9.4,0.542,0.564,1.6,2.6,0.605,2.1,4.8,6.9,1.1,0.7,1.3,0.9,1.8,12.1,19.1,0.5770000000000001,0.27399999999999997,9.2,18.5,14.1,7.0,1.3,3.5,8.2,18.3,4.6,2.7,7.3,0.16899999999999998,0.9,1.3,2.2,2.2,1786262,2014
deandrejordan,LAC,C,82,82,35.0,4.2,6.3,0.6759999999999999,0.6759999999999999,2.0,4.6,0.428,4.0,9.5,13.6,0.9,1.0,2.5,1.5,3.2,10.4,18.2,0.63,0.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,5.3,5.8,11.1,0.18600000000000003,-0.1,4.2,4.1,4.4,10759764,2014
coryjoseph,SAS,SG,68,19,13.8,1.9,3.9,0.475,0.498,1.2,1.4,0.823,0.5,1.1,1.6,1.7,0.5,0.2,0.6,1.2,5.0,14.7,0.5579999999999999,0.36200000000000004,4.0,8.7,6.4,17.2,1.9,1.1,12.3,16.9,1.6,1.3,2.9,0.14800000000000002,0.0,0.6,0.6,0.6,1290400,2014
